0.617	21.9	3.7	14.2	3.7	4.9	4.9	3.3E+11	8.5E+11	2.3E+11	26.8	20.7
0.956	22.8	3.7	19.5	3.9	20.6	4.7	5.6E+11	4.3E+11	2.4E+11	17.7	3.3
0.621	19.4	3.8	9.1	3.7	5.7	3.9	4.2E+11	2.7E+12	3.7E+11	32.4	50.6
0.712	14.0	3.7	20.3	3.7	22.8	3.9	1.8E+11	1.3E+11	7E+10	11.8	1.7
1.364	12.7	3.8	4.2	5.6	5.0	4.2	3.2E+12	2.45E+14	3.2E+12	63.3	84
1.309	11.4	3.8	4.2	3.8	7.3	4.3	6.9E+11	3.7E+12	5.8E+11	24.5	18.8
1.475	12.2	3.8	18.0	4.1	23.8	4.2	1.3E+12	1.3E+12	6E+11	15.4	3.0
1.680	24.1	3.8	5.2	3.7	99.9	9.9	1.1E+13	2E+12	1E+12	75.6	2.6
1.571	21.2	3.8	17.8	4.0	14.0	4.0	1.9E+12	2.2E+12	1E+12	26.6	9.2
0.856	11.5	3.8	13.7	3.7	11.0	4.2	2.4E+11	4.3E+11	1.5E+11	15.8	4.9
0.248	13.5	3.8	6.0	3.8	5.6	4.6	2.7E+10	3.5E+11	2.5E+10	20.0	25.1
0.710	6.3	1.9	99.9	9.9	99.9	9.9	3.4E+11	1.6E+11	1.1E+11	45.2	3.2
0.738	7.0	1.9	5.2	3.1	3.1	4.1	1E+11	7E+11	9E+10	21.6	18.6
0.962	6.5	1.9	6.8	2.9	99.9	9.9	1.8E+11	1.5E+12	1.6E+11	19.6	15.1
0.126	38.0	1.9	35.6	2.9	26.3	3.8	6.4E+09	1.9E+09	1.5E+09	11.2	0.8
0.122	9.0	1.9	99.9	9.9	99.9	9.9	1.2E+09	1.8E+10	1.2E+09	8.90	17.0
0.642	11.7	1.9	16.0	2.9	15.9	3.8	1.5E+11	1.2E+11	6E+10	12.3	1.7
1.890	13.5	3.8	3.0	3.7	99.9	9.9	8.7E+12	3.3E+12	2.4E+12	86.6	5.1
0.219	24.8	3.7	25.8	3.9	12.7	4.0	1.8E+10	1.6E+10	8E+09	12.5	2.4
0.675	22.2	1.9	18.9	3.4	0.9	4.4	2.1E+11	3E+11	1.2E+11	19.7	7.0
0.182	43.4	3.8	13.0	4.2	14.4	4.0	4.8E+10	5.7E+10	2.6E+10	20.5	8.2
0.903	26.0	3.8	17.7	3.8	13.7	4.5	5.2E+11	6.1E+11	2.8E+11	22.8	8.2
0.820	13.6	1.9	21.2	2.9	1.2	3.8	2.3E+11	2.5E+11	1.2E+11	13.9	2.4
1.204	25.8	3.8	20.0	3.7	14.0	3.9	1.2E+12	1.2E+12	6E+11	25.3	8.5
1.744	18.9	3.7	20.0	3.7	9.4	4.0	2E+12	3.2E+12	1.2E+12	28.6	13.2
1.120	15.3	3.8	5.7	3.7	3.2	3.9	2.8E+12	9E+11	7E+11	60.6	3.0
0.103	91.7	3.7	33.6	5.2	99.9	9.9	1.2E+11	0E+00	0E+00	35.9	0.3
0.449	33.5	3.8	35.6	3.9	38.8	4.0	1.1E+11	3E+10	2E+10	11.5	0.8
1.286	18.8	3.8	9.2	4.0	99.9	9.9	3.7E+12	9E+11	7E+11	58.0	2.5
0.766	99.9	9.9	99.9	9.9	20.9	4.0	2.1E+11	4E+10	3E+10	8.90	0.0
0.424	14.2	3.7	2.0	4.4	99.9	9.9	2.7E+11	1E+11	7E+10	40.6	2.2
0.595	20.5	2.7	6.8	5.0	11.4	4.8	2.2E+11	6E+10	5E+10	24.3	2.1
0.221	17.0	2.6	7.4	3.3	16.9	4.9	4.7E+10	1.1E+10	9E+09	24.5	1.9
1.594	13.9	2.6	12.4	3.4	99.9	9.9	1.3E+12	4.2E+12	1E+12	30.2	22.1
0.882	2.8	2.7	4.6	4.4	16.1	4.8	4.5E+11	3.4E+11	1.9E+11	19.1	3.0
1.311	30.3	2.6	20.8	3.3	99.9	9.9	4.3E+12	2.4E+12	1.5E+12	28.4	5.5
0.598	9.0	2.6	16.8	4.0	23.1	4.8	1.3E+11	1.6E+11	7E+10	9.40	1.6
0.654	21.3	2.6	7.9	0.2	19.7	4.8	2.8E+11	1.1E+11	8E+10	20.5	2.5
0.650	27.4	2.6	22.1	3.3	27.4	4.8	3.9E+11	8E+10	6E+10	21.8	1.4
0.781	11.5	2.6	7.8	6.1	99.9	9.9	3.3E+11	1.9E+11	1.2E+11	31.0	6.0
0.351	20.5	2.6	8.6	3.2	7.3	4.7	9.5E+10	2.6E+10	2E+10	23.9	2.0
0.826	9.4	2.7	0.8	4.1	99.9	9.9	2.9E+11	2.5E+11	1.3E+11	30.8	7.6
0.944	99.9	9.9	16.4	5.0	99.9	9.9	7.4E+11	5E+11	3E+11	28.6	4.4
0.738	15.3	2.7	9.9	3.3	2.8	5.0	3.9E+11	1.6E+12	3.2E+11	29.8	32.0
0.837	99.9	9.9	12.4	3.7	8.0	5.1	2.1E+11	3E+12	1.9E+11	12.7	8.8
0.945	8.5	2.7	5.1	3.2	99.9	9.9	5E+11	1.39E+13	4.9E+11	37.6	99.7
1.461	37.8	2.6	30.0	3.9	23.5	4.9	3E+12	5E+11	4E+11	31.7	2.3
0.653	12.2	2.6	22.9	3.8	11.3	6.6	3.8E+11	1.1E+11	8E+10	26.0	2.5
0.652	41.0	2.6	24.9	3.9	7.2	7.1	7.9E+11	1E+11	9E+10	28.6	1.5
0.633	62.6	2.6	39.7	5.4	27.7	4.8	9.9E+11	9E+10	8E+10	26.7	0.9
0.701	13.8	2.7	22.2	5.2	17.2	5.0	2E+11	2E+11	1E+11	12.9	2.2
1.452	11.4	2.6	5.0	3.3	99.9	9.9	9.9E+12	2.5E+12	2.00E+12	10.3	0.0
0.184	9.0	2.7	0.2	3.7	1.9	5.1	2.8E+10	1.2E+10	8E+09	33.7	2.1
0.439	10.9	2.7	7.6	3.3	99.9	9.9	6.9E+10	5.2E+11	6.1E+10	23.1	26.6
0.697	16.5	2.8	12.4	3.7	99.9	9.9	2.6E+11	9.5E+11	2E+11	24.1	18.6
0.786	16.2	2.7	99.9	9.9	99.9	9.9	3.2E+11	1.8E+11	1.1E+11	26.7	4.7
0.123	10.2	2.6	2.4	5.7	4.4	4.8	8.6E+09	4.9E+09	3.1E+09	25.3	4.5
0.374	9.1	2.6	2.3	3.2	99.9	9.9	5.9E+10	4.6E+10	2.5E+10	28.6	6.6
0.987	9.2	2.6	99.9	9.9	12.0	5.5	3.2E+11	7.8E+11	2.2E+11	15.3	4.8
0.933	10.9	2.6	99.9	9.9	99.9	9.9	1.2E+12	4E+11	3E+11	52.6	2.8
0.993	14.8	2.7	23.7	4.8	12.8	7.1	3.9E+11	5.3E+11	2.2E+11	15.3	3.4
0.673	19.9	2.6	17.8	4.9	15.5	4.8	6.7E+11	1.5E+11	1.2E+11	30.7	2.8
0.370	4.9	2.8	10.8	3.3	7.0	5.9	1.5E+10	1.2E+11	1.4E+10	9.00	4.2
0.470	23.6	2.7	20.2	3.3	1.6	5.2	1.5E+11	3E+10	3E+10	21.6	1.6
0.622	95.6	2.6	45.5	3.2	12.6	4.8	2.9E+12	1E+11	1E+11	36.7	1.1
0.701	18.1	2.7	10.5	3.7	4.0	5.1	2.9E+11	1.2E+11	8E+10	24.1	2.9
0.831	9.2	2.7	11.5	3.3	7.3	4.9	6.5E+11	2.7E+11	1.9E+11	35.5	5.6
0.932	9.1	2.7	99.9	9.9	99.9	9.9	1.5E+11	3.2E+11	1E+11	25.0	15.0
0.340	10.9	2.7	3.5	3.5	99.9	9.9	1.1E+11	4E+10	3E+10	36.1	2.0
0.465	32.5	2.7	23.1	3.3	11.6	5.0	2.4E+11	3E+10	3E+10	24.0	1.2
0.474	9.1	2.6	8.9	4.4	6.5	4.8	8.8E+10	6.3E+10	3.7E+10	24.2	4.7
0.480	32.6	2.6	13.2	3.2	6.5	4.8	3.2E+11	5E+10	4E+10	27.4	1.5
1.273	17.1	2.7	8.1	3.7	11.5	4.8	1.1E+12	4E+11	3E+11	31.9	4.3
0.421	12.1	2.7	2.9	3.6	2.9	5.1	1.3E+12	5.87E+14	1.3E+12	73.3	62
0.781	29.8	2.6	18.5	3.5	99.9	9.9	6.4E+11	1.3E+11	1.1E+11	27.2	2.0
0.664	9.6	2.6	5.0	3.2	4.0	4.7	1.2E+11	7.8E+11	1E+11	22.9	22.0
0.554	10.3	2.7	99.9	9.9	99.9	9.9	1.2E+11	8E+10	4E+10	28.3	5.5
0.308	25.4	2.6	24.0	3.8	22.5	5.8	9E+10	1.6E+10	1.3E+10	21.4	1.1
0.304	17.6	2.7	99.9	9.9	99.9	9.9	3.8E+10	1.9E+10	1.2E+10	19.4	2.7
0.304	8.2	2.6	28.9	3.3	21.0	6.4	5.6E+10	6E+09	5E+09	9.00	0.0
0.526	25.6	2.6	26.6	7.4	99.9	9.9	1.7E+11	1.4E+11	8E+10	20.2	4.8
0.530	11.9	2.7	11.6	3.3	4.6	5.0	1E+11	5E+10	3E+10	22.2	3.2
0.352	62.1	2.6	27.1	3.5	99.9	9.9	2.8E+11	3E+10	3E+10	24.9	1.4
0.511	15.0	2.7	15.0	3.3	7.3	6.2	7.4E+10	1.4E+11	4.8E+10	15.1	5.0
1.155	9.4	2.7	99.9	9.9	99.9	9.9	2.4E+11	5.2E+11	1.6E+11	25.0	15.0
0.681	21.1	2.6	16.1	3.2	6.8	4.9	2.7E+11	4.9E+11	1.7E+11	21.8	10.2
0.281	11.7	2.6	13.7	4.1	4.6	8.3	1.8E+10	1.6E+10	8E+09	15.5	3.0
0.667	8.9	2.6	6.6	3.3	99.9	9.9	1.5E+11	2.5E+11	9E+10	27.2	12.6
0.668	13.0	2.7	3.4	3.6	99.9	9.9	5.8E+11	1.6E+11	1.2E+11	43.5	2.0
0.700	12.8	2.6	2.1	3.4	99.9	9.9	7.4E+11	2.1E+11	1.6E+11	47.2	2.1
1.443	14.3	2.7	12.3	4.1	99.9	9.9	1.2E+12	5.2E+12	9E+11	31.6	29.1
1.276	47.2	2.6	29.4	3.3	16.6	4.8	2.8E+12	3E+11	3E+11	31.7	1.7
0.928	15.5	2.6	11.8	3.5	11.7	5.5	5.2E+11	1.9E+11	1.4E+11	27.4	3.1
0.349	13.5	2.7	5.5	4.9	99.9	9.9	1.3E+11	1.31E+13	1.3E+11	32.6	21
0.122	18.3	2.7	6.8	3.2	4.2	4.8	9.2E+09	2.7E+09	2.1E+09	22.3	2.0
1.284	20.1	2.6	16.6	3.6	3.1	6.0	1.4E+12	5E+11	4E+11	32.0	5.3
1.432	15.5	2.6	12.8	3.4	0.5	5.6	1.2E+12	3.9E+12	9E+11	31.0	24.8
1.204	10.0	2.6	4.6	3.5	99.9	9.9	2.2E+12	8E+11	6E+11	62.6	3.6
0.674	22.1	2.6	17.2	4.0	16.2	8.6	2.2E+11	1.4E+11	8E+10	18.8	3.2
0.948	14.2	2.6	17.0	5.2	15.0	5.2	4.8E+11	2E+11	1.4E+11	24.1	3.0
0.126	33.5	2.6	14.9	3.8	14.6	5.1	1.6E+10	2E+09	2E+09	21.3	0.9
0.516	11.4	2.6	11.7	4.0	99.9	9.9	1E+11	1.1E+11	5E+10	22.4	6.9
0.167	24.4	2.6	16.9	3.6	4.1	5.0	2.5E+10	5E+09	4E+09	21.9	1.4
1.206	12.5	2.6	11.8	3.5	99.9	9.9	5.8E+11	2.2E+12	4.6E+11	23.9	15.8
0.882	32.2	2.7	18.6	3.7	2.1	5.6	9.5E+11	1.7E+11	1.4E+11	29.2	1.8
0.475	21.1	2.7	12.6	4.0	99.9	9.9	1.5E+11	1E+11	6E+10	23.3	5.5
0.530	6.2	2.7	13.3	3.5	6.0	5.5	4.6E+10	2.5E+11	3.9E+10	10.0	3.9
1.177	22.3	2.6	23.6	5.1	33.4	4.9	8.9E+11	3.9E+11	2.7E+11	16.2	1.5
1.176	15.0	2.7	12.6	3.9	1.7	6.5	9.3E+11	5E+11	3.2E+11	29.8	5.4
0.630	21.9	2.7	7.9	3.3	3.4	4.9	2.1E+11	8E+10	5E+10	22.5	2.6
1.180	11.2	2.7	16.0	3.8	15.7	5.2	8.9E+11	3.1E+11	2.3E+11	27.3	2.8
1.278	6.2	2.7	17.1	4.0	99.9	9.9	4.8E+11	2.6E+12	4.1E+11	14.3	6.3
0.472	36.5	2.6	22.9	3.3	12.6	5.3	3.7E+11	4E+10	4E+10	26.2	1.2
1.189	11.2	2.6	13.9	3.8	6.3	6.4	4.7E+11	1E+12	3.3E+11	20.1	8.2
0.411	20.8	2.6	32.8	4.2	31.1	5.1	6.9E+10	3.3E+10	2.2E+10	10.2	0.9
0.122	9.0	2.6	3.8	4.1	99.9	9.9	3.5E+09	2.7E+09	1.5E+09	20.3	3.8
0.124	29.8	2.7	17.1	3.4	3.1	5.2	1.6E+10	2E+09	2E+09	22.7	1.2
0.972	8.6	2.6	3.8	3.5	99.9	9.9	2.7E+11	3.2E+11	1.4E+11	27.5	7.2
0.940	39.3	2.7	99.9	9.9	21.6	5.5	1.5E+12	2E+11	2E+11	30.5	2.2
1.027	15.8	2.7	14.8	3.8	4.0	5.4	6.5E+11	5.7E+11	3E+11	25.7	7.0
0.721	11.2	2.6	3.1	3.3	3.6	5.3	2.3E+11	4.1E+11	1.4E+11	28.6	15.4
0.266	30.5	2.7	16.9	3.3	8.6	4.9	1E+11	1E+10	1E+10	26.0	1.5
0.174	32.4	2.7	12.5	3.4	99.9	9.9	7.7E+10	1E+10	8E+09	29.0	1.6
0.174	32.4	2.7	12.5	3.4	99.9	9.9	7.7E+10	1E+10	9E+09	29.0	1.6
1.583	15.1	2.6	11.5	3.6	99.9	9.9	3E+12	1.3E+12	9E+11	40.1	5.6
1.553	21.5	2.7	24.9	3.5	8.0	5.7	1.6E+12	9E+11	6E+11	25.3	4.5
0.883	5.4	2.6	11.3	3.7	99.9	9.9	1.6E+11	1.1E+12	1.4E+11	13.9	7.4
0.895	17.6	2.7	32.5	4.4	21.0	5.4	4.9E+11	3.7E+11	2.1E+11	13.9	1.9
0.890	18.9	2.7	16.2	3.3	6.5	4.9	4.8E+11	3E+11	1.8E+11	23.9	4.7
0.174	40.8	2.7	15.7	3.7	12.3	6.3	6.9E+10	7E+09	6E+09	24.9	1.0
0.891	21.8	2.6	23.3	3.4	15.6	5.0	4.8E+11	3.9E+11	2.1E+11	17.8	3.4
0.748	17.1	2.6	18.0	4.3	22.1	6.3	5.1E+11	1.6E+11	1.2E+11	24.2	2.4
0.882	14.8	2.6	10.7	3.3	8.3	5.1	4.8E+11	1.9E+11	1.4E+11	29.0	3.9
0.223	13.8	2.7	4.5	4.1	99.9	9.9	1.6E+10	1E+10	6E+09	18.6	3.0
0.419	12.1	2.6	16.4	4.5	13.3	5.3	4.4E+10	6.1E+10	2.5E+10	11.4	2.4
0.931	25.2	2.6	24.6	4.9	99.9	9.9	6E+11	4.1E+11	2.4E+11	22.1	4.3
0.135	8.7	2.6	99.9	9.9	99.9	9.9	1E+10	7E+09	4E+09	28.1	7.0
0.793	15.5	2.7	0.4	4.7	1.7	7.5	3.5E+11	2E+11	1.2E+11	27.0	4.6
0.717	18.7	2.6	21.1	6.6	15.8	9.5	2.4E+11	1.7E+11	1E+11	19.3	3.3
1.426	20.9	2.7	19.0	3.4	10.1	4.9	1.3E+12	8E+11	5E+11	27.3	5.7
1.305	9.3	2.7	13.7	3.7	99.9	9.9	6.6E+11	5.6E+11	3E+11	25.8	5.8
0.368	13.1	2.7	7.1	4.1	3.8	7.7	5.5E+10	5.1E+11	4.9E+10	23.3	30.8
1.795	22.9	2.6	15.7	3.4	3.0	5.0	5E+12	1.3E+12	1E+12	47.3	6.0
0.374	57.9	2.7	31.3	7.6	29.6	6.9	3E+11	2E+10	2E+10	24.1	0.7
0.657	9.5	2.6	4.0	3.9	8.7	5.4	2.8E+11	1.7E+11	1E+11	31.5	6.3
0.355	12.1	2.7	8.4	3.5	99.9	9.9	5.4E+10	2.7E+10	1.8E+10	23.8	3.2
0.001	13.2	2.7	99.9	9.9	99.9	9.9	1.8E+05	4.1E+06	1.7E+05	13.4	14.8
1.096	14.3	2.7	15.5	4.3	10.4	2.8	1.3E+12	5E+11	3E+11	32.4	4.5
0.489	13.7	2.7	2.9	4.8	11.3	5.5	1.8E+11	7E+10	5E+10	29.4	4.1
1.096	14.3	2.7	15.5	4.3	10.4	2.8	1.3E+12	5E+11	3E+11	32.4	4.5
0.945	74.4	2.6	47.5	9.3	38.1	4.8	2.8E+12	2E+11	1E+11	30.6	0.8
0.929	23.1	2.7	99.9	9.9	99.9	9.9	2E+12	3E+11	2E+11	47.4	1.4
0.123	16.0	2.6	5.6	3.3	4.2	4.9	9.7E+09	3.1E+09	2.3E+09	21.8	1.9
0.985	57.2	2.6	40.7	3.3	16.6	5.3	2.3E+12	2E+11	2E+11	30.4	1.1
0.988	13.9	2.6	10.8	3.4	99.9	9.9	4.8E+11	1.9E+12	3.8E+11	27.8	24.8
1.127	11.3	2.7	7.8	9.0	99.9	9.9	1.3E+12	4.4E+13	1.2E+12	45.1	35
0.931	10.0	2.6	5.9	4.4	99.9	9.9	5.9E+11	2.35E+13	5.7E+11	38.0	12
0.887	8.8	2.7	9.3	3.2	5.7	4.7	1.6E+11	6.5E+11	1.2E+11	18.1	9.8
0.621	15.0	2.6	5.7	3.3	0.0	5.3	1.5E+11	1E+11	6E+10	22.8	4.4
1.022	9.4	2.6	6.5	3.3	99.9	9.9	6.1E+11	8.4E+12	5.6E+11	36.2	71.8
0.265	16.1	2.6	15.9	3.5	15.2	5.7	1.8E+10	1.1E+10	7E+09	13.1	1.7
0.218	23.8	2.6	8.6	3.3	99.9	9.9	2.4E+10	1.7E+10	1E+10	18.6	4.0
0.890	3.3	2.6	6.9	3.2	18.1	4.7	1.5E+11	4E+10	3E+10	8.80	0.0
1.019	9.8	2.7	18.2	3.3	8.2	5.1	4.4E+11	4.4E+11	2.2E+11	20.8	5.6
0.730	15.4	2.7	8.8	3.4	99.9	9.9	2.3E+11	1.3E+11	8E+10	24.3	4.5
0.852	4.4	2.7	27.5	3.5	20.5	6.2	4.1E+11	9E+11	2.8E+11	12.7	3.7
1.830	10.7	2.7	5.3	3.2	1.2	4.7	5.3E+12	1.7E+12	1.3E+12	75.2	4.1
0.730	18.1	2.7	6.4	4.2	4.0	6.9	3.2E+11	1.7E+11	1.1E+11	24.9	4.5
1.633	9.3	2.7	14.1	5.2	9.4	0.9	1E+12	3.2E+12	7E+11	20.4	8.8
1.249	27.8	2.6	22.8	3.2	9.2	4.9	1.3E+12	5E+11	3E+11	25.9	3.5
0.339	9.2	2.6	17.6	3.7	8.7	5.4	2.5E+10	5.7E+10	1.7E+10	9.60	2.5
0.289	10.1	2.7	8.2	3.5	99.9	9.9	1.9E+10	1.4E+11	1.6E+10	18.1	16.8
0.506	8.6	2.6	5.0	3.4	99.9	9.9	7.3E+10	1.39E+12	6.9E+10	24.6	41.8
0.661	17.2	2.6	31.2	4.9	34.8	5.1	2E+11	1E+11	6E+10	10.9	1.0
0.603	60.9	2.6	63.2	3.5	49.2	5.6	4.6E+11	7E+10	6E+10	16.2	0.7
0.595	9.2	2.7	7.8	4.0	5.4	6.0	6.5E+10	2.6E+11	5.2E+10	17.0	9.5
1.439	19.4	2.6	12.9	4.1	7.5	8.6	2E+12	7E+11	5E+11	38.6	6.5
0.427	14.8	2.7	12.5	3.5	1.5	6.6	1E+11	3E+10	2E+10	23.9	2.4
0.377	6.8	2.7	10.4	3.2	9.3	4.7	1.7E+10	4.2E+10	1.2E+10	10.3	3.0
1.443	19.9	2.6	23.9	3.2	5.4	6.9	1.2E+12	1.3E+12	6E+11	22.0	5.7
0.725	26.2	2.6	21.5	3.3	7.5	9.1	5.9E+11	1.1E+11	9E+10	28.1	1.8
0.219	11.1	2.7	11.0	3.3	2.2	4.8	8.7E+09	2.8E+10	6.6E+09	13.7	6.6
0.922	17.2	2.7	4.4	5.9	7.8	9.9	6.7E+11	5.3E+12	5.9E+11	32.0	46.0
0.186	17.1	2.7	17.7	3.6	99.9	9.9	1.4E+10	4E+09	3E+09	18.0	1.7
0.186	27.8	2.7	23.4	5.2	49.8	4.8	6.2E+10	8E+09	7E+09	16.8	0.6
0.591	99.9	9.9	11.7	3.5	99.9	9.9	1.2E+11	2.8E+11	8E+10	25.0	15.0
1.138	17.0	2.6	20.3	3.3	13.5	4.8	9.5E+11	3.2E+11	2.4E+11	26.7	3.3
0.079	53.3	2.6	21.8	3.3	6.9	4.9	1.5E+10	1E+09	1E+09	24.0	0.9
1.173	11.6	2.7	99.9	9.9	99.9	9.9	1.9E+12	6E+11	4E+11	56.4	3.1
1.315	12.4	2.6	19.3	3.6	99.9	9.9	7.1E+11	1.2E+12	4.5E+11	17.8	5.1
0.186	48.6	2.7	15.0	4.1	37.4	4.8	1E+11	0E+00	0E+00	24.6	0.7
0.343	28.8	2.6	12.9	3.6	13.4	5.1	1.2E+11	2E+10	2E+10	24.7	1.5
0.434	9.3	2.7	99.9	9.9	99.9	9.9	1.7E+11	7E+10	5E+10	38.7	2.4
0.432	16.2	2.6	11.8	3.7	3.3	5.3	7.9E+10	2.5E+11	6E+10	21.1	14.8
0.935	8.3	2.6	11.3	3.5	25.0	4.8	2.5E+11	2.9E+11	1.3E+11	10.6	1.7
0.123	33.0	2.7	16.5	4.0	99.9	9.9	2E+10	3E+09	2E+09	22.3	1.0
0.124	33.0	2.7	16.5	4.0	99.9	9.9	2E+10	3E+09	2E+09	22.4	1.0
0.222	28.5	2.7	17.5	4.4	2.7	8.4	4.6E+10	9E+09	7E+09	22.5	1.4
0.662	26.9	2.7	14.3	3.6	6.4	5.2	4.6E+11	9E+10	7E+10	27.8	2.0
0.655	11.1	2.7	9.8	3.2	9.2	4.7	1.8E+11	8E+10	5E+10	24.4	3.1
1.252	23.8	2.7	12.9	4.8	13.4	6.1	1.6E+12	4E+11	3E+11	33.3	3.9
0.221	8.6	2.7	4.1	3.2	3.6	4.7	8E+09	5.8E+10	7E+09	16.1	13.2
1.177	99.9	9.9	12.9	4.0	99.9	9.9	3.8E+11	8.3E+11	2.6E+11	25.0	15.0
0.219	22.9	2.6	11.2	3.5	99.9	9.9	3E+10	7E+09	6E+09	20.3	1.4
0.688	18.3	2.7	7.3	3.5	99.9	9.9	6.1E+11	1.9E+11	1.4E+11	36.8	4.7
0.264	25.3	2.7	12.1	4.6	12.4	4.8	7.6E+10	1.6E+10	1.3E+10	24.1	1.5
0.927	19.1	2.6	22.7	5.3	7.7	5.9	6.2E+11	2.4E+11	1.7E+11	25.6	3.4
0.791	9.1	2.7	3.2	4.7	7.0	5.6	1.7E+11	2.2E+12	1.6E+11	22.4	25.2
0.817	27.7	2.6	12.4	3.3	99.9	9.9	7.9E+11	1.7E+11	1.4E+11	29.6	2.4
0.360	9.8	2.7	5.8	3.8	8.8	6.3	2.7E+10	3.3E+10	1.5E+10	17.4	4.2
1.574	14.1	2.7	28.2	3.3	20.8	5.2	1.3E+12	1E+12	6E+11	17.9	2.9
0.354	16.5	2.6	25.5	4.5	22.6	6.4	3.8E+10	3.1E+10	1.7E+10	10.1	1.3
1.449	18.0	2.6	13.3	3.6	16.0	5.5	1E+12	1.3E+12	5E+11	23.6	7.3
1.345	21.4	2.6	11.7	3.3	2.4	5.3	3.7E+12	8E+11	6E+11	47.5	4.9
0.498	8.5	2.6	26.9	3.3	16.3	4.8	8E+10	1E+11	4.5E+10	10.1	1.9
0.343	10.8	2.7	99.9	9.9	99.9	9.9	3E+10	6.5E+10	2E+10	25.0	15.0
0.348	35.2	2.6	22.6	3.9	20.1	4.9	2E+11	2E+10	2E+10	26.5	1.3
0.367	8.9	2.7	5.0	3.6	99.9	9.9	4.8E+10	1.17E+12	4.6E+10	24.8	48.0
0.358	8.7	2.6	7.2	4.5	15.5	5.0	2E+10	2.8E+10	1.1E+10	9.40	1.7
1.455	12.0	2.7	21.7	4.5	12.4	5.1	9.5E+11	1.3E+12	5.5E+11	18.3	4.6
0.352	8.7	2.6	5.8	3.3	8.9	5.0	1.6E+10	5E+10	1.2E+10	12.2	4.5
0.355	11.2	2.7	4.8	4.6	99.9	9.9	4.4E+10	1.75E+12	4.3E+10	22.3	42.3
0.832	9.6	2.7	5.1	4.1	7.1	5.8	4.1E+11	3.2E+11	1.8E+11	33.1	7.8
0.728	10.5	2.7	7.7	3.8	2.8	6.0	2.2E+11	1.7E+11	9E+10	25.3	5.3
0.296	10.5	2.7	7.7	3.8	2.8	6.0	2.7E+10	2E+10	1.1E+10	19.4	3.5
1.895	18.3	2.6	11.2	3.7	99.9	9.9	6.4E+12	1.8E+12	1.4E+12	56.8	7.7
0.220	12.5	2.7	7.6	3.9	99.9	9.9	1.3E+10	1.2E+11	1.2E+10	18.4	18.9
1.192	20.6	2.6	18.5	3.8	99.9	9.9	1.4E+12	4E+11	3E+11	31.5	3.3
0.924	22.9	2.7	17.7	4.6	99.9	9.9	9.2E+11	2.4E+11	1.9E+11	31.7	3.1
